Date,nom. exch. Rate USD-EUR,Comparison
2009-10-17,,empty
2009-10-16,78.1033,negativ
2009-10-15,77.8538,negativ
2009-10-14,77.8285,negativ
2009-10-13,77.9925,negativ
2009-10-12,78.3292,negativ
2009-10-11,,empty
2009-10-10,,empty
2009-10-09,78.2772,negativ
2009-10-08,78.3818,negativ
2009-10-07,78.7373,negativ
2009-10-06,78.757,negativ
2009-10-05,79.3006,negativ
2009-10-04,,empty
2009-10-03,,empty
2009-10-02,79.7344,negativ
2009-10-01,79.4712,negativ
2009-09-30,79.0848,negativ
2009-09-29,79.7674,negativ
2009-09-28,79.6177,negativ
2009-09-27,,empty
2009-09-26,,empty
2009-09-25,79.5779,negativ
